Instruments,Intervals,Participant_ID,rating_stimulus,rating_score
pipeorgan,C4A#4,11,wav_muk_EQ,67
pipeorgan,C4A#4,12,wav_muk_EQ,48
pipeorgan,C4A#4,13,wav_muk_EQ,52
pipeorgan,C4A#4,14,wav_muk_EQ,91
pipeorgan,C4A#4,15,wav_muk_EQ,52
pipeorgan,C4A#4,16,wav_muk_EQ,69
pipeorgan,C4A#4,17,wav_muk_EQ,62
pipeorgan,C4A#4,2,wav_muk_EQ,100
pipeorgan,C4A#4,4,wav_muk_EQ,51
pipeorgan,C4A#4,5,wav_muk_EQ,100
pipeorgan,C4A#4,6,wav_muk_EQ,68
pipeorgan,C4A#4,7,wav_muk_EQ,86
pipeorgan,C4A#4,8,wav_muk_EQ,1
pipeorgan,C4A#4,1,96k_muk_EQ,71
pipeorgan,C4A#4,11,96k_muk_EQ,66
pipeorgan,C4A#4,12,96k_muk_EQ,38
pipeorgan,C4A#4,13,96k_muk_EQ,53
pipeorgan,C4A#4,14,96k_muk_EQ,58
pipeorgan,C4A#4,15,96k_muk_EQ,69
pipeorgan,C4A#4,16,96k_muk_EQ,77
pipeorgan,C4A#4,17,96k_muk_EQ,74
pipeorgan,C4A#4,2,96k_muk_EQ,83
pipeorgan,C4A#4,4,96k_muk_EQ,60
pipeorgan,C4A#4,5,96k_muk_EQ,100
pipeorgan,C4A#4,6,96k_muk_EQ,58
pipeorgan,C4A#4,7,96k_muk_EQ,68
pipeorgan,C4A#4,8,96k_muk_EQ,1
pipeorgan,C4A#4,1,wav,100
pipeorgan,C4A#4,11,wav,93
pipeorgan,C4A#4,12,wav,93
pipeorgan,C4A#4,13,wav,88
pipeorgan,C4A#4,14,wav,71
pipeorgan,C4A#4,15,wav,100
pipeorgan,C4A#4,16,wav,93
pipeorgan,C4A#4,17,wav,80
pipeorgan,C4A#4,2,wav,61
pipeorgan,C4A#4,4,wav,90
pipeorgan,C4A#4,5,wav,86
pipeorgan,C4A#4,6,wav,100
pipeorgan,C4A#4,7,wav,50
pipeorgan,C4A#4,8,wav,100
piano,C4G4,4,32k,7
pipeorgan,C3F#3,6,32k,7
cello,C4A#4,2,32k,6
cello,C4C#4,12,32k,6
cello,C4G4,6,32k,6
cello,C3C#3,12,32k,5
cello,C3G3,6,32k,4
cello,C4F#4,15,32k,4
cello,C3A#3,14,32k,3
cello,C3A#3,2,32k,3
cello,C4C#4,2,32k,3
piano,C3A#3,8,32k,3
piano,C3F#3,16,32k,3
cello,C3A#3,17,32k,2
pipeorgan,C4C#4,1,96k,20
pipeorgan,C4C#4,11,96k,100
pipeorgan,C4C#4,12,96k,78
pipeorgan,C4C#4,13,96k,69
pipeorgan,C4C#4,14,96k,34
pipeorgan,C4C#4,15,96k,83
pipeorgan,C4C#4,16,96k,65
pipeorgan,C4C#4,17,96k,81
pipeorgan,C4C#4,2,96k,74
pipeorgan,C4C#4,4,96k,88
pipeorgan,C4C#4,5,96k,58
pipeorgan,C4C#4,6,96k,100
pipeorgan,C4C#4,7,96k,36
pipeorgan,C4C#4,8,96k,100
pipeorgan,C4C#4,1,wav_ak_EQ,1
pipeorgan,C4C#4,11,wav_ak_EQ,50
pipeorgan,C4C#4,12,wav_ak_EQ,18
pipeorgan,C4C#4,13,wav_ak_EQ,25
pipeorgan,C4C#4,14,wav_ak_EQ,5
pipeorgan,C4C#4,15,wav_ak_EQ,36
pipeorgan,C4C#4,16,wav_ak_EQ,31
pipeorgan,C4C#4,17,wav_ak_EQ,19
pipeorgan,C4C#4,2,wav_ak_EQ,70
pipeorgan,C4C#4,4,wav_ak_EQ,70
pipeorgan,C4C#4,5,wav_ak_EQ,53
pipeorgan,C4C#4,6,wav_ak_EQ,20
pipeorgan,C4C#4,7,wav_ak_EQ,22
pipeorgan,C4C#4,8,wav_ak_EQ,16
pipeorgan,C4C#4,1,96k_ak_EQ,1
pipeorgan,C4C#4,11,96k_ak_EQ,9
pipeorgan,C4C#4,12,96k_ak_EQ,10
pipeorgan,C4C#4,13,96k_ak_EQ,17
pipeorgan,C4C#4,14,96k_ak_EQ,0
pipeorgan,C4C#4,15,96k_ak_EQ,35
pipeorgan,C4C#4,16,96k_ak_EQ,17
pipeorgan,C4C#4,17,96k_ak_EQ,61
pipeorgan,C4C#4,2,96k_ak_EQ,52
pipeorgan,C4C#4,4,96k_ak_EQ,74
pipeorgan,C4C#4,5,96k_ak_EQ,60
pipeorgan,C4C#4,6,96k_ak_EQ,44
pipeorgan,C4C#4,7,96k_ak_EQ,16
pipeorgan,C4C#4,8,96k_ak_EQ,16
pipeorgan,C4C#4,1,wav_muk_EQ,31
pipeorgan,C4C#4,11,wav_muk_EQ,40
pipeorgan,C4C#4,12,wav_muk_EQ,30
pipeorgan,C4C#4,13,wav_muk_EQ,38
pipeorgan,C4C#4,14,wav_muk_EQ,80
pipeorgan,C4C#4,15,wav_muk_EQ,31
pipeorgan,C4C#4,16,wav_muk_EQ,55
pipeorgan,C4C#4,17,wav_muk_EQ,58
pipeorgan,C4C#4,2,wav_muk_EQ,64
pipeorgan,C4C#4,4,wav_muk_EQ,86
pipeorgan,C4C#4,5,wav_muk_EQ,65
pipeorgan,C4C#4,6,wav_muk_EQ,39
pipeorgan,C4C#4,7,wav_muk_EQ,67
pipeorgan,C4C#4,8,wav_muk_EQ,26
pipeorgan,C4C#4,1,96k_muk_EQ,10
pipeorgan,C4C#4,11,96k_muk_EQ,23
pipeorgan,C4C#4,12,96k_muk_EQ,35
pipeorgan,C4C#4,13,96k_muk_EQ,29
pipeorgan,C4C#4,14,96k_muk_EQ,18
pipeorgan,C4C#4,15,96k_muk_EQ,65
pipeorgan,C4C#4,16,96k_muk_EQ,75
pipeorgan,C4C#4,17,96k_muk_EQ,44
pipeorgan,C4C#4,2,96k_muk_EQ,84
pipeorgan,C4C#4,4,96k_muk_EQ,75
pipeorgan,C4C#4,5,96k_muk_EQ,100
pipeorgan,C4C#4,6,96k_muk_EQ,78
pipeorgan,C4C#4,7,96k_muk_EQ,47
pipeorgan,C4C#4,8,96k_muk_EQ,28
pipeorgan,C4C#4,1,wav,78
pipeorgan,C4C#4,11,wav,94
pipeorgan,C4C#4,12,wav,83
pipeorgan,C4C#4,13,wav,74
pipeorgan,C4C#4,14,wav,89
pipeorgan,C4C#4,15,wav,82
pipeorgan,C4C#4,16,wav,37
pipeorgan,C4C#4,17,wav,88
pipeorgan,C4C#4,2,wav,78
pipeorgan,C4C#4,4,wav,82
pipeorgan,C4C#4,5,wav,46
pipeorgan,C4C#4,6,wav,100
pipeorgan,C4C#4,7,wav,52
pipeorgan,C4C#4,8,wav,100
cello,C4F#4,17,32k,2
cello,C3A#3,1,32k,1
cello,C3C#3,1,32k,1
cello,C3C#3,15,32k,1
cello,C3C#3,17,32k,1
cello,C3F#3,1,32k,1
cello,C3F#3,17,32k,1
cello,C3G3,1,32k,1
cello,C3G3,12,32k,1
pipeorgan,C4F#4,11,96k,100
pipeorgan,C4F#4,12,96k,82
pipeorgan,C4F#4,13,96k,81
pipeorgan,C4F#4,14,96k,87
pipeorgan,C4F#4,15,96k,87
pipeorgan,C4F#4,16,96k,100
pipeorgan,C4F#4,17,96k,83
pipeorgan,C4F#4,7,96k,62
pipeorgan,C4F#4,8,96k,100
pipeorgan,C4F#4,11,wav_ak_EQ,36
pipeorgan,C4F#4,12,wav_ak_EQ,22
pipeorgan,C4F#4,13,wav_ak_EQ,11
pipeorgan,C4F#4,14,wav_ak_EQ,7
pipeorgan,C4F#4,15,wav_ak_EQ,73
pipeorgan,C4F#4,16,wav_ak_EQ,15
pipeorgan,C4F#4,17,wav_ak_EQ,23
pipeorgan,C4F#4,7,wav_ak_EQ,46
pipeorgan,C4F#4,8,wav_ak_EQ,29
pipeorgan,C4F#4,11,96k_ak_EQ,70
pipeorgan,C4F#4,12,96k_ak_EQ,25
pipeorgan,C4F#4,13,96k_ak_EQ,20
pipeorgan,C4F#4,14,96k_ak_EQ,28
pipeorgan,C4F#4,15,96k_ak_EQ,44
pipeorgan,C4F#4,16,96k_ak_EQ,17
pipeorgan,C4F#4,17,96k_ak_EQ,30
pipeorgan,C4F#4,7,96k_ak_EQ,32
pipeorgan,C4F#4,8,96k_ak_EQ,32
pipeorgan,C4F#4,11,wav_muk_EQ,57
pipeorgan,C4F#4,12,wav_muk_EQ,35
pipeorgan,C4F#4,13,wav_muk_EQ,27
pipeorgan,C4F#4,14,wav_muk_EQ,88
pipeorgan,C4F#4,15,wav_muk_EQ,46
pipeorgan,C4F#4,16,wav_muk_EQ,28
pipeorgan,C4F#4,17,wav_muk_EQ,30
pipeorgan,C4F#4,7,wav_muk_EQ,73
pipeorgan,C4F#4,8,wav_muk_EQ,14
pipeorgan,C4F#4,11,96k_muk_EQ,50
pipeorgan,C4F#4,12,96k_muk_EQ,48
pipeorgan,C4F#4,13,96k_muk_EQ,35
pipeorgan,C4F#4,14,96k_muk_EQ,70
pipeorgan,C4F#4,15,96k_muk_EQ,50
pipeorgan,C4F#4,16,96k_muk_EQ,40
pipeorgan,C4F#4,17,96k_muk_EQ,64
pipeorgan,C4F#4,7,96k_muk_EQ,91
pipeorgan,C4F#4,8,96k_muk_EQ,13
pipeorgan,C4F#4,11,wav,88
pipeorgan,C4F#4,12,wav,92
pipeorgan,C4F#4,13,wav,68
pipeorgan,C4F#4,14,wav,36
pipeorgan,C4F#4,15,wav,76
pipeorgan,C4F#4,16,wav,100
pipeorgan,C4F#4,17,wav,89
pipeorgan,C4F#4,7,wav,56
pipeorgan,C4F#4,8,wav,100
cello,C3G3,17,32k,1
cello,C4A#4,1,32k,1
cello,C4A#4,12,32k,1
cello,C4A#4,15,32k,1
cello,C4A#4,17,32k,1
cello,C4C#4,1,32k,1
cello,C4C#4,17,32k,1
cello,C4F#4,12,32k,1
cello,C4G4,1,32k,1
pipeorgan,C4G4,11,96k,93
pipeorgan,C4G4,12,96k,78
pipeorgan,C4G4,13,96k,88
pipeorgan,C4G4,14,96k,71
pipeorgan,C4G4,15,96k,89
pipeorgan,C4G4,16,96k,66
pipeorgan,C4G4,17,96k,88
pipeorgan,C4G4,7,96k,50
pipeorgan,C4G4,8,96k,100
pipeorgan,C4G4,11,wav_ak_EQ,98
pipeorgan,C4G4,12,wav_ak_EQ,25
pipeorgan,C4G4,13,wav_ak_EQ,10
pipeorgan,C4G4,14,wav_ak_EQ,60
pipeorgan,C4G4,15,wav_ak_EQ,60
pipeorgan,C4G4,16,wav_ak_EQ,17
pipeorgan,C4G4,17,wav_ak_EQ,51
pipeorgan,C4G4,7,wav_ak_EQ,37
pipeorgan,C4G4,8,wav_ak_EQ,48
pipeorgan,C4G4,11,96k_ak_EQ,62
pipeorgan,C4G4,12,96k_ak_EQ,22
pipeorgan,C4G4,13,96k_ak_EQ,12
pipeorgan,C4G4,14,96k_ak_EQ,34
pipeorgan,C4G4,15,96k_ak_EQ,41
pipeorgan,C4G4,16,96k_ak_EQ,15
pipeorgan,C4G4,17,96k_ak_EQ,14
pipeorgan,C4G4,7,96k_ak_EQ,40
pipeorgan,C4G4,8,96k_ak_EQ,48
pipeorgan,C4G4,11,wav_muk_EQ,75
pipeorgan,C4G4,12,wav_muk_EQ,46
pipeorgan,C4G4,13,wav_muk_EQ,29
pipeorgan,C4G4,14,wav_muk_EQ,86
pipeorgan,C4G4,15,wav_muk_EQ,43
pipeorgan,C4G4,16,wav_muk_EQ,75
pipeorgan,C4G4,17,wav_muk_EQ,50
pipeorgan,C4G4,7,wav_muk_EQ,50
pipeorgan,C4G4,8,wav_muk_EQ,12
pipeorgan,C4G4,11,96k_muk_EQ,71
pipeorgan,C4G4,12,96k_muk_EQ,50
pipeorgan,C4G4,13,96k_muk_EQ,48
pipeorgan,C4G4,14,96k_muk_EQ,70
pipeorgan,C4G4,15,96k_muk_EQ,37
pipeorgan,C4G4,16,96k_muk_EQ,100
pipeorgan,C4G4,17,96k_muk_EQ,35
pipeorgan,C4G4,7,96k_muk_EQ,89
pipeorgan,C4G4,8,96k_muk_EQ,14
pipeorgan,C4G4,11,wav,100
pipeorgan,C4G4,12,wav,78
pipeorgan,C4G4,13,wav,94
pipeorgan,C4G4,14,wav,32
pipeorgan,C4G4,15,wav,84
pipeorgan,C4G4,16,wav,93
pipeorgan,C4G4,17,wav,80
pipeorgan,C4G4,7,wav,70
pipeorgan,C4G4,8,wav,100
cello,C4G4,12,32k,1
cello,C4G4,17,32k,1
pipeorgan,C3G3,1,32k,1
pipeorgan,C4C#4,17,32k,1
cello,C3C#3,14,32k,20
pipeorgan,C4F#4,1,96k,81
pipeorgan,C4F#4,2,96k,48
pipeorgan,C4F#4,4,96k,85
pipeorgan,C4F#4,5,96k,86
pipeorgan,C4F#4,6,96k,100
pipeorgan,C4F#4,1,wav_ak_EQ,51
pipeorgan,C4F#4,2,wav_ak_EQ,55
pipeorgan,C4F#4,4,wav_ak_EQ,31
pipeorgan,C4F#4,5,wav_ak_EQ,50
pipeorgan,C4F#4,6,wav_ak_EQ,47
pipeorgan,C4F#4,1,96k_ak_EQ,40
pipeorgan,C4F#4,2,96k_ak_EQ,63
pipeorgan,C4F#4,4,96k_ak_EQ,51
pipeorgan,C4F#4,5,96k_ak_EQ,68
pipeorgan,C4F#4,6,96k_ak_EQ,43
pipeorgan,C4F#4,1,wav_muk_EQ,100
pipeorgan,C4F#4,2,wav_muk_EQ,86
pipeorgan,C4F#4,4,wav_muk_EQ,70
pipeorgan,C4F#4,5,wav_muk_EQ,100
pipeorgan,C4F#4,6,wav_muk_EQ,69
pipeorgan,C4F#4,1,96k_muk_EQ,100
pipeorgan,C4F#4,2,96k_muk_EQ,79
pipeorgan,C4F#4,4,96k_muk_EQ,53
pipeorgan,C4F#4,5,96k_muk_EQ,67
pipeorgan,C4F#4,6,96k_muk_EQ,51
pipeorgan,C4F#4,1,wav,81
pipeorgan,C4F#4,2,wav,56
pipeorgan,C4F#4,4,wav,65
pipeorgan,C4F#4,5,wav,52
pipeorgan,C4F#4,6,wav,100
cello,C3G3,14,32k,15
cello,C4A#4,14,32k,30
cello,C4C#4,14,32k,40
cello,C4F#4,14,32k,5
cello,C4G4,14,32k,5
pipeorgan,C4G4,1,96k,42
pipeorgan,C4G4,2,96k,100
pipeorgan,C4G4,4,96k,78
pipeorgan,C4G4,5,96k,64
pipeorgan,C4G4,6,96k,88
pipeorgan,C4G4,1,wav_ak_EQ,60
pipeorgan,C4G4,2,wav_ak_EQ,100
pipeorgan,C4G4,4,wav_ak_EQ,34
pipeorgan,C4G4,5,wav_ak_EQ,38
pipeorgan,C4G4,6,wav_ak_EQ,30
pipeorgan,C4G4,1,96k_ak_EQ,34
pipeorgan,C4G4,2,96k_ak_EQ,33
pipeorgan,C4G4,4,96k_ak_EQ,48
pipeorgan,C4G4,5,96k_ak_EQ,36
pipeorgan,C4G4,6,96k_ak_EQ,31
pipeorgan,C4G4,1,wav_muk_EQ,100
pipeorgan,C4G4,2,wav_muk_EQ,78
pipeorgan,C4G4,4,wav_muk_EQ,75
pipeorgan,C4G4,5,wav_muk_EQ,90
pipeorgan,C4G4,6,wav_muk_EQ,65
pipeorgan,C4G4,1,96k_muk_EQ,80
pipeorgan,C4G4,2,96k_muk_EQ,56
pipeorgan,C4G4,4,96k_muk_EQ,69
pipeorgan,C4G4,5,96k_muk_EQ,69
pipeorgan,C4G4,6,96k_muk_EQ,61
pipeorgan,C4G4,1,wav,59
pipeorgan,C4G4,2,wav,88
pipeorgan,C4G4,4,wav,75
pipeorgan,C4G4,5,wav,69
pipeorgan,C4G4,6,wav,94
