score,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.211,46.67,54.63,1.96,-2.34,4.82,9.8,293.5
0.214,37.67,52.6,1.83,-7.86,8.77,7.05,123.48
0.155,49.54,47.12,0.19,-9.13,1.66,4.81,157.13
0.147,34.07,47.59,0.25,-0.99,7.16,8.26,274.2
0.255,41.25,31.21,1.42,-6.46,8.43,5.37,253.31
0.174,59.87,40.52,0.34,-9.12,7.78,4.45,197.1
0.206,20.73,51.78,0.56,-12.14,8.77,5.69,171.12
0.248,55.45,32.58,1.39,-10.08,2.58,6.78,140.71
0.149,29.85,58.31,0.4,-7.32,1.22,1.72,270.85
0.152,50.52,46.71,0.44,-6.63,1.11,7.16,229.19
0.165,44.07,48.34,0.15,-11.3,6.17,4.0,298.01
0.22,56.57,34.56,1.18,-4.56,2.23,3.19,228.98
0.178,55.55,40.25,0.48,-2.67,6.26,4.82,114.04
0.31,18.27,30.54,1.16,-12.13,9.78,1.16,163.02
0.23,32.76,36.97,1.5,-5.34,7.53,0.92,138.19
0.175,38.39,42.8,0.08,-12.09,9.51,1.71,263.01
0.186,52.0,41.74,0.93,-2.64,7.13,8.39,239.4
0.217,46.11,57.39,1.65,-12.31,7.73,0.96,156.46
0.233,32.85,36.07,1.88,-13.58,1.04,3.3,297.69
0.164,26.91,54.92,0.35,-6.2,9.63,7.19,295.13
0.205,40.86,59.5,1.67,-3.33,9.0,6.35,139.09
0.233,38.77,36.8,1.56,-12.45,6.19,5.41,217.98
0.236,49.22,33.29,1.25,-8.79,6.53,6.97,196.37
0.185,47.98,45.6,0.93,-10.7,3.06,6.98,223.93
0.204,23.8,59.16,1.34,-7.03,8.57,4.92,168.99
0.228,26.62,34.68,1.42,-2.34,7.1,3.75,193.93
0.185,40.35,58.1,0.78,-12.53,8.89,8.96,62.07
0.216,23.92,49.09,1.58,-5.9,2.72,1.26,176.49
0.188,51.7,36.51,0.15,-6.73,2.73,0.77,243.32
0.182,51.96,41.95,0.59,-10.84,4.25,5.81,181.96
0.198,30.99,49.12,1.35,-6.63,4.49,6.28,197.98
0.207,30.31,39.1,1.09,-5.81,6.5,3.89,191.44
0.228,59.36,42.84,1.69,-13.78,8.88,9.42,115.47
0.227,15.54,44.49,0.37,-0.43,9.08,9.61,200.97
0.202,38.18,54.98,1.3,-11.27,9.41,4.45,243.39
0.207,37.54,35.5,0.59,-6.38,2.29,0.24,158.47
0.169,49.3,48.42,0.65,-4.24,5.36,10.0,244.01
0.192,52.38,37.79,0.3,-12.01,4.89,5.17,98.65
0.172,50.1,56.05,0.63,-7.38,6.35,7.25,86.87
0.183,27.64,51.92,1.14,-1.5,5.03,4.13,126.63
0.166,25.41,49.52,0.53,-2.07,3.44,6.77,192.05
0.167,43.28,56.86,0.34,-12.75,2.1,0.86,183.56
0.17,22.46,54.22,0.05,-9.38,5.26,2.24,138.98
0.241,25.03,38.45,1.85,-8.74,4.47,6.15,216.04
0.238,44.71,32.54,1.16,-3.96,8.16,5.93,82.64
0.267,18.77,39.69,1.86,-7.91,9.06,4.65,238.78
0.161,36.83,51.26,0.63,-1.65,3.39,0.16,230.29
0.194,45.45,49.71,1.37,-6.21,2.04,6.73,51.65
0.206,23.23,42.63,0.76,-13.22,4.84,6.27,144.37
0.182,46.88,36.93,0.29,-3.77,7.02,4.35,84.19
0.153,44.87,52.5,0.33,-4.66,4.2,9.16,237.88
0.155,27.32,58.14,0.05,-12.23,3.18,7.35,181.54
0.232,35.9,36.68,1.51,-13.24,3.23,8.08,162.76
0.211,54.46,48.05,1.58,-12.19,3.85,3.83,173.55
0.158,36.26,54.67,0.35,-2.23,9.0,0.85,52.35
0.241,28.17,42.02,1.94,-13.93,8.03,4.81,82.47
0.185,31.47,41.43,0.49,-10.58,4.78,9.63,164.72
0.233,57.76,30.92,0.13,-14.58,6.99,2.28,194.11
0.178,50.79,39.95,0.49,-4.12,5.28,1.58,71.86
0.214,48.17,55.81,1.78,-7.35,2.38,2.33,163.38
0.168,53.33,49.51,0.55,-3.66,4.92,9.83,157.18
0.256,52.67,30.44,1.44,-9.02,5.49,2.07,282.38
0.196,23.98,46.85,1.19,-2.12,5.2,8.32,180.97
0.204,58.04,51.5,1.82,-0.86,8.22,1.31,81.11
0.213,42.73,38.14,0.77,-12.39,7.86,8.56,83.2
0.214,38.26,41.85,1.58,-8.03,7.58,5.7,294.56
0.183,33.88,59.63,0.83,-12.26,8.04,2.79,191.44
0.179,44.07,35.99,0.07,-0.19,8.36,1.32,261.99
0.226,26.62,37.42,1.55,-3.64,8.61,1.45,236.9
0.21,36.14,39.78,1.47,-2.32,3.9,1.63,297.92
0.232,56.36,38.7,1.63,-13.65,9.21,7.77,99.22
0.174,28.31,47.87,0.71,-3.96,6.33,2.15,202.53
0.264,15.63,33.35,0.32,-9.69,1.11,9.31,109.88
0.227,27.18,41.27,1.88,-9.72,4.88,3.06,294.06
0.249,31.42,32.51,1.32,-4.25,4.35,2.19,152.31
0.2,34.76,59.86,1.72,-5.69,2.75,6.91,239.75
0.223,18.39,41.38,0.65,-6.44,6.88,1.9,167.41
0.238,59.65,30.48,0.74,-9.99,4.65,8.71,159.58
0.188,54.74,47.27,0.85,-11.22,8.41,6.48,103.06
0.274,20.85,33.76,1.82,-8.95,8.38,8.96,106.58
0.301,16.47,35.41,1.55,-14.77,6.08,1.99,241.67
0.17,36.57,46.47,0.59,-8.15,1.41,8.11,276.87
0.224,48.87,44.87,1.69,-14.94,6.99,7.7,131.66
0.271,53.55,30.01,1.26,-10.48,6.66,2.59,102.44
0.158,43.18,44.91,0.37,-1.71,8.94,5.54,226.52
0.206,35.31,54.04,1.67,-3.54,3.19,0.34,214.56
0.208,33.51,56.83,1.72,-6.99,4.4,7.16,227.34
0.19,45.7,55.27,1.15,-7.26,5.65,8.9,141.69
0.164,52.89,45.15,0.17,-8.27,3.62,5.33,263.33
0.211,23.08,44.26,1.17,-3.45,9.47,5.55,280.4
0.2,30.15,52.93,1.53,-6.73,2.56,3.92,122.71
0.221,58.51,49.34,1.82,-10.56,4.86,5.72,138.68
0.142,35.54,47.98,0.06,-9.9,1.0,4.88,202.0
0.254,19.18,37.26,1.61,-2.4,4.49,8.16,119.29
0.18,46.77,46.36,0.88,-5.15,1.12,1.71,123.46
0.194,45.63,51.19,1.36,-3.49,1.72,1.15,263.84
0.183,31.06,47.05,1.01,-5.6,1.69,7.72,80.85
0.191,45.66,42.06,0.98,-4.92,4.34,0.56,291.05
0.185,38.52,52.26,1.06,-2.7,6.08,1.32,210.48
0.201,22.77,54.71,1.36,-0.9,6.66,2.33,189.28
0.172,49.73,51.36,0.68,-5.17,9.42,6.88,141.83
0.215,55.98,54.83,1.71,-13.4,3.62,7.92,118.7
0.24,18.32,50.5,1.6,-5.37,4.1,5.64,55.38
0.153,40.32,55.7,0.16,-9.25,2.48,3.86,53.25
0.184,52.25,44.89,0.87,-5.97,8.65,2.98,116.88
0.247,17.23,37.99,0.13,-14.38,5.97,1.92,68.56
0.187,56.25,34.46,0.19,-0.44,7.0,7.28,190.8
0.218,18.17,55.26,0.84,-9.11,2.22,1.22,180.56
0.193,40.59,45.56,1.23,-1.84,5.54,3.85,114.14
0.208,28.81,46.82,1.59,-8.38,1.37,1.96,72.66
0.195,30.0,50.53,1.18,-5.07,5.09,1.19,124.06
0.167,37.99,44.91,0.49,-2.62,4.9,8.47,116.37
0.25,57.39,33.36,1.54,-14.7,3.13,8.72,137.53
0.21,56.96,57.88,1.6,-9.06,8.72,4.63,81.54
0.143,53.34,54.49,0.27,-2.0,5.67,7.46,117.04
0.208,24.7,55.45,1.2,-12.78,4.29,8.6,167.07
0.225,30.16,40.23,1.65,-8.19,9.54,3.19,239.12
0.156,27.86,53.04,0.04,-13.05,3.33,8.71,130.62
0.235,36.76,33.21,1.13,-13.56,2.27,8.03,110.98
0.221,17.76,48.05,0.29,-14.21,8.47,4.03,266.37
0.197,48.48,36.03,0.17,-12.43,5.45,3.64,258.0
0.178,36.12,46.64,0.77,-3.68,7.2,6.89,242.9
0.249,32.94,33.57,1.64,-9.82,7.23,9.89,225.44
0.268,55.8,30.4,1.21,-13.54,8.85,9.61,58.54
0.213,21.0,54.98,1.37,-0.28,7.81,5.98,184.81
0.255,15.44,53.51,0.77,-13.4,5.92,3.76,201.46
0.276,15.75,34.95,1.08,-5.85,1.74,6.4,260.31
0.216,27.91,45.64,1.81,-4.46,2.86,9.67,135.52
0.199,52.09,43.58,1.58,-1.19,9.12,8.07,130.74
0.214,56.07,34.6,0.52,-5.3,7.73,0.6,117.22
0.12,31.61,55.42,0.0,-1.65,4.01,6.2,283.94
0.21,17.77,46.36,0.44,-4.47,8.36,2.54,264.97
0.184,22.98,44.4,0.26,-10.39,4.37,6.98,129.21
0.197,38.83,49.54,1.57,-10.6,1.51,2.45,186.49
0.207,54.5,49.73,1.21,-14.52,5.48,3.38,136.85
0.205,58.17,34.9,0.18,-10.42,6.78,2.77,226.46
0.225,46.28,43.15,1.67,-10.14,6.61,5.45,67.92
0.219,30.63,46.89,1.95,-3.25,5.33,2.05,117.49
0.229,16.91,47.45,0.85,-5.12,5.78,4.23,138.01
0.215,16.83,59.49,0.15,-14.62,2.94,1.45,248.61
0.18,21.82,40.2,0.03,-1.03,3.89,8.44,290.48
0.203,47.74,37.82,0.98,-3.26,7.29,8.29,186.14
0.164,44.59,40.9,0.38,-4.54,1.03,7.86,51.81
0.156,42.76,47.84,0.21,-6.12,7.82,5.41,218.19
0.246,46.89,36.18,1.85,-10.09,6.25,1.12,299.1
0.201,44.44,43.85,1.13,-14.59,3.16,9.75,70.26
0.222,21.38,47.19,1.55,-2.21,8.75,7.63,136.91
0.183,41.17,54.39,0.28,-13.78,5.13,3.17,50.93
0.229,38.26,41.19,1.77,-9.99,6.96,5.72,124.92
0.177,36.04,41.03,0.48,-13.68,1.47,2.3,70.83
0.228,21.78,33.75,0.75,-11.43,1.04,0.43,297.51
0.252,26.03,31.22,1.25,-6.73,4.5,7.36,284.25
0.198,32.84,41.26,1.03,-11.48,2.57,3.95,219.25
0.308,15.66,34.15,1.62,-10.02,6.03,0.65,187.69
0.259,16.25,36.22,0.9,-7.14,2.13,4.64,245.12
0.191,46.76,41.07,0.99,-3.01,3.37,1.49,292.25
0.188,54.29,56.23,0.95,-14.47,7.69,7.92,291.28
0.226,16.61,54.38,0.67,-5.0,9.11,2.59,298.36
0.272,16.7,33.44,0.96,-4.22,9.34,8.49,292.63
0.197,34.86,42.19,1.18,-4.62,9.13,5.96,276.49
0.228,33.71,53.14,2.0,-13.82,7.37,9.04,273.62
0.202,54.27,38.36,0.81,-7.38,9.73,2.73,215.12
0.243,49.19,34.4,1.74,-7.42,9.61,8.91,286.86
0.216,23.23,55.04,1.73,-0.79,6.85,3.75,196.72
0.22,22.1,59.89,1.44,-9.91,9.27,7.15,133.28
0.225,56.82,39.73,0.64,-14.55,7.31,1.17,62.17
0.132,44.52,59.05,0.13,-3.6,3.06,8.63,53.04
0.19,23.74,59.25,1.15,-13.02,1.04,4.15,158.61
0.151,38.98,50.42,0.31,-10.22,1.48,9.97,155.96
0.171,45.53,38.56,0.28,-12.1,1.14,6.91,297.42
0.27,19.12,34.96,1.6,-5.45,9.53,3.71,157.02
0.169,27.89,54.13,0.38,-9.3,6.93,9.14,253.21
0.246,18.82,55.92,1.58,-7.94,5.98,4.49,63.87
0.199,29.41,57.39,1.2,-13.53,5.96,6.22,252.81
0.245,41.17,36.04,1.94,-10.56,7.53,6.91,280.82
0.16,49.43,41.63,0.1,-5.15,1.11,0.62,55.79
0.153,40.79,53.62,0.14,-10.21,4.41,9.0,211.58
0.195,33.21,57.66,1.37,-4.92,7.41,5.46,166.87
0.185,58.76,47.15,0.81,-13.6,2.73,9.83,290.43
0.318,15.13,32.33,1.36,-11.73,6.97,2.18,149.21
0.237,29.66,37.39,1.55,-10.44,9.23,1.97,273.73
0.266,21.91,38.88,1.97,-14.29,8.54,1.72,179.77
0.22,58.12,33.57,0.75,-7.38,6.87,3.43,112.19
0.281,55.85,30.24,1.96,-12.76,3.08,7.34,238.27
0.241,38.09,30.65,0.45,-11.88,9.03,4.64,241.86
0.218,55.78,41.79,1.85,-4.79,6.44,4.56,160.53
0.212,29.58,38.37,0.97,-8.89,3.36,0.83,293.32
0.23,40.77,40.08,1.68,-7.69,8.52,1.73,86.4
0.216,25.59,55.81,1.53,-10.08,9.4,8.62,147.02
0.199,41.99,59.54,1.41,-12.03,6.39,8.92,183.08
0.167,36.03,52.36,0.91,-5.5,1.06,7.65,290.26
0.18,53.03,54.5,0.95,-3.97,5.4,1.22,58.38
0.179,30.67,55.1,0.94,-13.33,1.3,5.33,112.1
0.204,43.74,38.87,0.89,-12.88,4.65,5.73,182.62
0.23,19.6,55.8,1.43,-12.77,1.99,1.82,152.56
0.229,26.02,36.86,1.26,-13.21,2.92,9.15,79.42
0.222,25.02,57.25,1.56,-8.28,9.73,3.34,198.43
0.18,24.15,43.78,0.49,-4.19,2.66,8.87,274.23
0.188,49.59,56.58,0.6,-14.22,9.17,5.81,60.99
0.22,49.92,39.65,1.9,-0.23,6.42,9.09,139.26
0.218,27.36,51.91,1.12,-14.63,4.14,0.19,127.26
0.221,36.05,40.86,1.05,-14.56,9.54,2.19,71.03
0.163,42.27,50.13,0.64,-1.27,2.39,1.8,260.91
0.212,35.21,46.79,1.54,-7.87,9.01,2.32,172.39
0.233,22.65,37.14,1.23,-5.97,4.43,0.19,162.08
0.195,27.14,59.86,1.16,-1.71,7.22,1.01,172.67
0.156,57.74,45.94,0.28,-3.56,8.0,7.37,215.18
0.175,53.29,42.91,0.68,-1.57,1.77,9.69,94.6
0.161,30.04,54.06,0.25,-9.41,6.84,3.37,261.24
0.187,28.25,47.69,0.71,-13.36,3.51,8.18,129.24
0.212,30.54,56.66,1.83,-6.39,1.99,2.67,247.88
0.158,32.07,57.85,0.76,-0.19,6.9,2.86,186.8
0.191,51.02,37.45,0.59,-8.75,4.27,9.4,211.79
0.17,41.54,58.4,0.8,-4.71,2.52,8.36,132.04
0.226,36.51,30.82,0.29,-2.78,7.08,0.15,240.44
0.214,43.21,58.44,1.86,-8.67,2.0,4.25,149.2
0.209,37.5,37.48,0.65,-14.04,7.77,2.87,220.21
0.19,27.45,55.24,0.48,-13.19,8.03,2.36,93.64
0.251,40.69,31.87,1.12,-14.72,4.86,4.21,71.36
0.174,18.69,47.61,0.01,-4.02,4.32,2.7,287.76
0.216,16.01,48.81,0.04,-9.27,3.81,0.9,245.8
0.281,40.73,32.32,1.95,-13.34,5.43,0.4,151.46
0.205,37.12,55.69,1.36,-9.72,2.66,0.55,132.13
0.279,17.83,35.28,1.3,-11.98,4.37,0.17,278.17
0.25,52.84,32.84,1.37,-7.62,8.4,1.87,95.03
0.214,57.93,36.25,0.87,-12.49,3.92,3.37,201.93
0.198,38.81,58.7,1.62,-3.85,3.67,3.1,164.38
0.205,28.2,35.57,0.39,-9.31,4.03,9.42,201.26
0.201,54.14,32.96,0.08,-2.49,4.94,5.55,118.18
0.248,34.49,33.98,1.98,-6.76,1.89,8.53,157.52
0.214,43.58,34.72,0.79,-7.53,5.48,8.22,173.95
0.21,28.61,38.03,0.62,-7.91,3.38,0.41,99.81
0.201,41.02,38.12,0.66,-11.12,1.87,1.89,113.62
0.229,52.77,36.64,1.66,-3.85,9.77,7.56,78.78
0.172,57.3,55.26,0.89,-8.5,1.28,2.25,228.72
0.146,19.97,59.75,0.04,-0.14,3.67,4.66,186.37
0.183,28.03,36.61,0.1,-2.65,9.75,1.34,264.96
0.184,47.42,52.51,0.78,-14.14,7.21,9.63,214.69
0.166,25.53,46.1,0.24,-4.23,7.06,4.52,52.17
0.242,17.72,50.46,1.38,-6.37,3.05,6.67,76.38
0.193,43.25,47.17,0.71,-11.71,7.52,1.89,89.34
0.157,43.47,49.82,0.2,-11.07,1.89,9.15,52.1
0.208,30.8,34.7,0.93,-1.4,7.37,3.67,96.66
0.208,46.73,46.26,1.44,-14.33,2.56,3.27,166.63
0.188,40.63,46.86,1.09,-6.51,4.76,2.86,179.53
0.256,20.48,52.48,1.91,-14.19,8.04,2.32,134.1
0.25,16.51,59.07,1.12,-13.78,3.89,9.78,65.01
0.18,56.31,38.39,0.16,-5.63,9.07,3.73,136.66
0.18,26.81,39.34,0.14,-7.42,4.07,1.74,230.59
0.134,55.2,54.21,0.27,-1.3,4.68,9.15,70.91
0.244,59.27,32.9,1.49,-4.28,7.81,2.52,236.98
0.229,38.08,31.41,0.2,-10.8,8.63,4.31,118.51
0.193,39.07,39.91,0.62,-12.03,4.16,1.74,193.53
0.227,31.96,31.18,0.43,-7.82,3.5,8.84,64.56
0.22,44.16,55.83,1.84,-7.74,4.63,0.45,166.16
0.174,44.25,40.15,0.32,-7.94,2.46,5.62,164.25
0.234,59.77,34.89,1.27,-12.01,4.77,7.5,174.29
0.207,31.23,56.67,1.74,-9.26,1.85,3.49,96.65
0.216,48.52,49.16,1.01,-14.75,9.69,0.23,181.86
0.249,34.42,37.86,1.78,-9.85,6.09,1.39,63.11
0.202,52.81,33.87,0.27,-5.15,2.93,7.83,68.66
0.265,16.4,41.38,1.73,-12.98,1.05,4.87,162.22
0.214,34.71,36.9,1.42,-2.23,5.09,9.27,229.17
0.21,18.46,58.21,0.79,-5.58,2.58,5.26,105.12
0.244,44.47,39.18,1.99,-13.37,6.08,1.92,123.86
0.159,53.72,45.04,0.18,-4.07,5.0,0.92,171.14
0.18,35.05,47.51,0.87,-5.99,7.33,9.9,189.41
0.206,34.83,51.36,1.83,-14.65,1.32,9.78,186.5
0.214,17.33,49.81,0.19,-13.41,4.62,6.67,255.03
0.238,53.42,41.6,1.96,-12.91,7.04,2.39,227.06
0.219,36.12,30.91,0.09,-10.56,1.88,6.91,165.19
0.152,43.98,50.0,0.09,-8.78,7.15,9.04,286.5
0.233,32.22,47.29,1.87,-14.32,9.79,4.6,262.34
0.216,22.55,58.08,1.55,-5.21,2.56,4.44,196.42
0.206,33.09,56.79,1.1,-13.66,8.88,3.18,92.89
0.174,43.93,54.24,0.58,-7.69,9.71,4.48,143.26
0.208,39.77,51.21,1.29,-14.5,9.46,4.64,226.06
0.242,41.94,34.93,1.99,-3.19,7.05,2.77,97.87
0.205,19.03,46.73,0.42,-8.69,7.85,6.11,129.38
0.216,19.18,39.25,0.39,-6.82,4.8,3.65,146.59
0.182,33.36,42.79,0.65,-3.6,5.76,0.21,152.66
0.213,25.13,47.86,1.68,-3.85,2.11,5.05,166.38
0.206,34.78,41.07,1.37,-13.17,1.45,6.47,100.13
0.145,31.14,57.66,0.28,-2.25,4.65,2.0,296.22
0.232,42.34,36.67,1.53,-9.44,5.79,3.63,90.88
0.151,52.26,51.2,0.52,-7.08,1.11,8.46,105.58
0.15,28.85,56.72,0.39,-4.85,1.5,5.76,242.53
0.186,40.5,59.84,1.18,-8.69,3.66,6.37,230.06
0.194,33.36,58.52,1.38,-5.86,3.61,9.84,110.63
0.197,37.21,43.79,0.94,-9.59,7.42,8.17,83.89
0.266,16.84,43.34,2.0,-5.0,6.49,4.52,249.31
0.255,17.95,48.52,1.63,-9.55,5.05,3.1,164.05
0.23,44.61,30.01,0.08,-7.17,2.79,2.31,159.56
0.144,39.93,52.27,0.4,-1.99,8.63,5.83,82.74
0.273,34.51,31.97,1.93,-12.7,8.9,5.3,129.04
0.216,18.61,46.95,0.79,-13.22,1.73,4.75,83.99
0.199,27.02,59.42,1.41,-4.15,9.79,1.93,274.73
0.201,18.69,50.34,0.55,-2.39,9.14,5.3,147.73
0.208,31.06,58.22,1.72,-1.91,7.08,0.28,158.63
0.214,56.47,32.73,0.73,-1.38,3.53,7.82,122.74
0.229,33.97,35.38,1.76,-1.0,6.78,8.89,142.4
0.209,59.86,55.07,1.45,-13.97,9.11,8.35,135.82
0.228,36.58,32.29,0.6,-9.06,4.41,7.74,273.67
0.249,33.93,34.9,1.81,-12.85,6.47,5.23,149.98
0.239,21.54,48.35,1.85,-11.38,9.52,5.28,227.76
0.193,38.27,34.92,0.16,-14.49,1.42,4.54,137.04
0.209,47.23,42.05,0.98,-12.97,7.47,3.13,240.9
0.128,45.78,49.29,0.03,-2.75,6.57,6.1,258.94
0.225,24.46,47.81,1.95,-2.55,9.28,5.28,69.0
0.168,44.82,54.85,0.57,-8.09,3.55,1.88,263.19
0.215,45.53,46.12,1.66,-11.31,7.07,9.5,251.93
0.152,46.56,55.73,0.67,-9.61,1.09,6.97,265.55
0.204,33.91,56.53,1.65,-3.49,4.27,7.9,203.45
0.242,57.89,34.3,1.59,-8.42,3.28,0.41,282.23
0.218,16.89,55.89,0.76,-1.57,3.82,6.68,141.25
0.21,30.08,49.4,1.55,-12.88,1.76,2.45,86.56
0.226,25.94,57.7,1.81,-5.73,9.16,3.0,73.54
0.133,31.46,56.39,0.06,-1.88,5.12,7.47,181.78
0.182,19.06,52.01,0.26,-0.82,5.61,6.49,53.63
0.175,21.18,54.52,0.12,-14.37,1.78,1.83,237.65
0.209,44.93,53.72,1.52,-14.03,3.23,9.29,183.86
0.203,46.68,59.31,1.85,-1.1,4.69,5.4,66.8
0.222,17.15,46.04,0.46,-9.71,3.24,4.72,281.83
0.266,25.36,32.45,1.91,-5.44,4.33,5.08,74.22
0.222,29.0,31.16,0.3,-7.88,1.74,3.3,198.04
0.202,53.8,36.86,0.73,-10.84,3.58,9.61,158.27
0.214,51.42,34.49,0.92,-7.99,6.6,6.76,148.09
0.194,23.92,58.34,0.74,-13.13,5.88,2.15,250.19
0.147,46.08,48.0,0.03,-8.66,5.97,7.66,135.23
0.174,57.1,43.39,0.17,-8.46,8.57,1.96,130.62
0.23,58.99,32.2,0.68,-8.41,5.33,5.53,221.26
0.249,32.59,31.03,0.68,-14.68,5.51,8.7,71.05
0.208,33.3,57.39,1.66,-3.93,7.4,0.18,158.94
0.173,55.03,51.67,0.7,-6.59,6.57,8.65,187.16
0.231,53.45,52.1,1.99,-9.88,5.64,6.35,53.72
0.173,39.26,44.1,0.56,-5.77,7.49,6.74,276.59
0.155,35.93,51.36,0.36,-5.21,2.19,7.98,252.99
0.194,21.27,57.75,0.98,-1.3,8.79,3.6,232.25
0.159,54.67,59.97,0.51,-3.17,4.48,0.77,120.2
0.216,22.16,51.66,1.09,-12.72,6.44,1.69,193.02
0.181,30.48,52.76,0.99,-2.64,4.17,4.11,118.26
0.152,46.22,57.83,0.14,-6.24,5.81,8.44,169.2
0.206,43.39,38.94,1.23,-2.69,2.07,6.75,79.32
0.201,50.14,45.65,1.22,-9.02,5.33,1.86,254.93
0.211,26.1,48.07,1.37,-10.56,2.09,1.67,85.63
0.173,36.49,40.31,0.3,-1.61,3.31,0.1,128.76
0.211,26.6,41.88,0.47,-9.93,6.01,0.77,67.07
0.193,26.47,43.22,1.05,-10.44,1.26,8.87,121.28
0.21,37.53,32.9,0.29,-4.89,3.15,6.15,181.28
0.168,38.93,57.0,0.95,-1.29,6.41,7.45,167.75
0.182,43.54,56.97,1.18,-4.53,2.75,0.88,288.22
0.202,23.24,39.4,0.82,-2.74,3.67,1.66,156.87
0.239,52.13,31.32,1.07,-4.44,5.2,8.74,145.31
0.197,46.81,35.06,0.27,-5.49,4.87,5.45,204.15
0.229,27.66,44.66,1.68,-13.64,6.14,8.3,55.18
0.21,47.2,36.06,0.66,-14.94,4.07,8.37,70.05
0.199,56.26,42.9,0.99,-10.72,9.42,2.06,244.77
0.215,38.69,39.46,1.36,-3.11,8.91,0.71,54.62
0.198,27.22,39.87,0.54,-12.17,3.53,7.34,139.79
0.205,41.41,46.54,1.63,-5.0,8.4,5.57,62.4
0.192,31.33,38.27,0.42,-5.25,8.46,7.77,126.55
0.203,35.43,38.83,0.73,-8.26,9.9,0.9,152.17
0.171,56.21,47.35,0.72,-3.65,9.83,7.53,277.82
0.168,40.39,39.03,0.27,-0.86,2.75,7.98,198.47
0.16,33.31,39.21,0.03,-1.41,6.07,7.71,214.85
0.242,55.14,33.1,1.38,-4.45,5.24,2.01,160.04
0.273,15.86,51.57,1.97,-2.26,5.46,7.17,130.23
0.217,30.52,41.48,1.56,-9.69,6.42,7.96,282.54
0.209,46.45,46.14,1.63,-9.15,5.2,8.57,64.49
0.228,52.7,53.44,1.94,-10.66,6.33,8.95,55.77
0.195,52.04,54.47,1.3,-6.33,9.61,4.01,147.77
0.213,31.36,45.11,1.41,-8.41,4.9,1.96,187.38
0.231,24.6,48.67,1.96,-8.32,2.37,9.93,147.53
0.215,37.49,56.21,1.42,-8.02,8.77,2.56,95.42
0.196,44.34,41.46,1.07,-3.73,5.25,9.4,86.77
0.156,52.76,53.67,0.24,-6.73,8.06,4.21,171.3
0.168,48.55,55.85,0.79,-2.44,8.31,1.27,217.21
0.177,52.07,55.11,0.84,-11.77,2.54,8.54,133.38
0.165,51.26,48.25,0.43,-8.7,8.26,8.71,138.19
0.249,50.12,31.72,1.06,-12.92,9.66,7.01,138.62
0.24,58.26,33.01,0.9,-10.37,9.93,0.98,181.9
0.184,25.03,50.86,0.94,-2.21,7.45,7.64,128.68
0.206,22.03,41.59,0.07,-11.35,6.53,2.1,59.67
