score,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.33,40.18,46.94,2.48,-3.17,3.89,1.82,167.57
0.37,40.18,55.64,2.97,-24.95,3.89,1.82,167.57
0.37,57.78,47.74,2.48,-24.95,3.89,1.82,167.57
0.38,47.13,46.94,2.97,-24.95,3.89,1.82,167.57
0.38,40.18,40.01,2.48,-24.95,2.75,1.82,167.57
0.39,40.18,40.01,2.97,-24.95,4.56,1.82,167.57
0.4,40.18,40.01,2.97,-24.95,4.0,1.82,167.57
0.39,57.78,40.01,2.97,-24.95,3.89,9.1,167.57
0.37,57.78,59.28,2.48,-24.95,3.89,1.82,167.57
0.36,40.18,40.01,2.48,-21.31,3.89,1.82,167.57
0.39,40.18,46.94,2.97,-24.95,3.89,1.92,167.57
0.4,57.78,40.01,2.97,-24.95,3.88,1.82,167.57
0.38,57.78,41.97,2.48,-24.95,3.89,1.82,167.57
0.38,40.18,46.94,2.97,-24.84,3.89,1.82,167.57
0.37,40.18,40.01,2.97,-18.4,3.89,1.82,167.57
0.36,57.78,40.01,1.29,-24.95,3.89,1.82,167.57
0.38,57.78,45.42,2.97,-24.95,3.89,1.82,167.57
0.35,57.78,40.01,1.21,-24.95,3.89,1.82,167.57
0.37,40.18,46.94,2.48,-24.95,3.89,6.55,167.57
0.38,57.78,46.94,2.48,-24.95,3.89,1.82,105.9
0.4,40.18,40.01,2.97,-24.95,3.89,2.7,167.57
0.38,40.18,52.7,2.97,-24.95,3.89,1.82,167.57
0.39,57.78,46.94,2.97,-24.95,3.89,2.15,167.57
0.36,57.78,40.01,2.97,-24.95,1.27,1.82,167.57
0.37,40.18,40.01,2.04,-24.95,3.89,1.82,167.57
0.31,57.78,46.94,0.37,-24.95,3.89,1.82,167.57
0.35,40.18,40.01,2.48,-18.24,3.89,1.82,167.57
0.38,57.78,40.01,2.48,-24.95,3.89,7.44,167.57
0.37,57.78,46.94,2.53,-24.95,3.89,1.82,167.57
0.37,40.18,40.01,1.93,-24.95,3.89,1.82,167.57
0.4,52.67,40.01,2.97,-24.95,3.89,1.82,167.57
0.36,57.78,53.51,2.97,-24.95,3.89,1.82,167.57
0.39,40.18,40.01,2.89,-24.95,3.89,1.82,167.57
0.4,59.27,40.01,2.97,-24.95,3.89,1.82,167.57
0.39,57.78,43.42,2.97,-24.95,3.89,1.82,167.57
0.39,48.48,40.01,2.97,-24.95,3.89,1.82,167.57
0.37,57.78,40.01,2.48,-24.95,2.72,1.82,167.57
0.34,40.18,40.01,1.23,-24.95,3.89,1.82,167.57
0.34,57.78,46.94,2.97,-6.3,3.89,1.82,167.57
0.37,40.18,46.94,2.97,-24.95,3.89,9.19,167.57
0.37,45.6,46.94,2.48,-24.95,3.89,1.82,167.57
0.39,40.18,46.94,2.97,-24.95,3.89,1.82,128.47
0.33,40.18,46.94,2.48,-3.75,3.89,1.82,167.57
0.38,40.18,46.94,2.97,-24.95,3.89,1.82,151.63
0.38,57.78,40.01,2.48,-24.95,3.89,7.86,167.57
0.37,57.78,56.06,2.97,-24.95,3.89,1.82,167.57
0.35,40.18,46.94,2.97,-16.14,3.89,1.82,167.57
0.38,57.78,46.94,2.97,-24.95,3.89,1.82,190.64
0.34,57.78,46.94,2.97,-10.94,3.89,1.82,167.57
0.39,50.56,40.01,2.97,-24.95,3.89,1.82,167.57
0.38,57.78,40.01,2.48,-24.95,3.89,1.82,258.26
0.39,40.88,40.01,2.97,-24.95,3.89,1.82,167.57
0.36,57.78,46.94,1.93,-24.95,3.89,1.82,167.57
0.37,40.18,46.94,2.48,-24.76,3.89,1.82,167.57
0.38,40.18,46.94,2.48,-24.95,3.89,1.82,124.51
0.37,57.78,46.16,2.48,-24.95,3.89,1.82,167.57
0.39,57.78,40.01,2.97,-24.95,3.61,1.82,167.57
0.38,40.18,46.94,2.97,-24.95,3.89,1.82,134.93
0.39,41.93,40.01,2.97,-24.95,3.89,1.82,167.57
0.39,40.18,40.01,2.97,-24.18,3.89,1.82,167.57
0.39,59.27,40.01,2.97,-24.95,3.89,1.82,248.43
0.39,52.67,40.01,2.97,-24.95,4.03,1.82,167.57
0.39,59.27,40.01,2.97,-24.95,3.89,2.01,167.57
0.39,59.27,40.01,2.97,-24.95,3.79,1.82,167.57
0.38,59.27,43.17,2.97,-24.95,3.89,1.82,167.57
0.37,59.27,53.08,2.97,-24.95,3.89,1.82,167.57
0.37,59.27,57.63,2.97,-24.95,3.89,1.82,167.57
0.37,59.27,40.01,2.97,-24.95,3.89,9.92,167.57
0.39,52.67,40.01,2.97,-24.95,3.89,1.71,167.57
0.36,52.67,40.01,2.97,-2.43,3.89,1.82,167.57
0.35,59.27,40.01,2.97,-5.25,3.89,1.82,167.57
