score,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.4407,39.94,32.49,1.56,-7.77,6.97,4.9,225.4,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,0.05,-12.14,3.84,9.16,108.65
0.4497,39.94,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.48,-10.23,3.84,9.16,108.65
0.4538,39.94,32.49,1.56,-7.77,6.97,6.13,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,9.16,108.65
0.4443,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,47.35,1.26,-0.62,7.52,9.47,73.43,15.83,33.17,0.05,-10.23,3.84,9.16,108.2
0.4522,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-0.62,7.52,9.47,99.72,15.83,33.17,1.98,-10.23,3.84,9.16,108.65
0.4258,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,53.65,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.2
0.4539,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-1.56,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,6.14,108.2
0.4783,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,7.67,196.68,15.83,33.17,1.98,-12.14,3.84,9.16,108.65
0.4758,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,36.67,1.98,-12.14,3.84,5.27,108.65
0.4836,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,28.52,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4729,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-10.99,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.27,108.65
0.4635,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.27,296.26
0.4739,27.68,32.49,1.56,-14.5,6.97,4.9,283.76,40.77,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4771,27.68,32.49,1.56,-14.5,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,9.92,9.16,108.65
0.4722,27.68,32.49,1.56,-14.5,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,0.59,-10.23,3.84,5.27,108.65
0.443,27.68,32.49,1.56,-7.77,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,256.66,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.27,108.65
0.457,27.68,32.49,1.56,-6.56,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,9.16,108.65
0.4681,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,50.38,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4709,27.68,32.49,1.56,-14.5,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,47.35,33.17,1.98,-12.14,3.84,9.16,108.65
0.4634,27.68,32.49,1.56,-7.77,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,9.41,9.16,108.65
0.4731,27.68,32.49,1.56,-14.5,6.97,4.9,283.76,34.06,35.58,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,9.16,108.65
0.4831,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-12.14,3.84,5.27,108.65
0.4604,27.68,32.49,1.56,-7.26,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,9.16,108.65
0.4553,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.52,-12.14,3.84,5.27,108.65
0.4795,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,7.88,108.65
0.4806,27.68,32.49,1.56,-14.5,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,2.96,108.65
0.4608,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.72,-12.14,3.84,9.16,108.65
0.4621,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-13.62,3.84,9.16,108.65
0.4792,27.68,32.49,1.56,-14.5,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-10.54,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4359,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-8.11,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,9.16,108.65
0.4817,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-4.57,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.27,108.65
0.4654,27.68,32.49,1.56,-14.5,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,266.33,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.27,108.65
0.4782,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,44.79,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.27,108.65
0.4289,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,0.18,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4616,27.68,32.49,1.56,-7.77,6.97,4.9,218.21,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4537,27.68,32.49,1.56,-3.29,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,9.16,108.65
0.4657,27.68,32.49,1.56,-7.77,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,57.17,16.18,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.27,108.65
0.4726,27.68,32.49,1.56,-14.5,3.42,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4583,27.68,32.49,1.56,-7.77,6.97,4.9,283.76,34.06,34.77,1.84,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4322,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,54.48,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.27,108.65
0.4568,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.68,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,9.16,108.65
0.4682,27.68,32.49,1.56,-14.5,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,2.9,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,9.16,108.65
0.447,27.68,32.49,1.56,-7.77,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,197.28,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,9.16,108.65
0.4631,27.68,32.49,1.56,-7.77,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,9.16,231.5
0.4812,27.68,32.49,1.56,-14.5,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.63,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.27,108.65
0.4506,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-10.99,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,9.16,108.65
0.4783,27.68,32.49,1.56,-14.5,6.97,4.9,283.76,38.26,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,9.16,108.65
0.4757,27.68,32.49,1.56,-14.5,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,3.6,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,9.16,108.65
0.4601,27.68,32.49,1.56,-7.77,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-9.06,3.84,9.16,108.65
0.4456,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,0.98,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,9.16,108.65
0.4504,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-1.56,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4538,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,1.07,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4789,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-6.52,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.27,108.65
0.4778,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.96,-10.23,3.84,5.27,108.65
0.4452,27.68,32.49,1.56,-7.77,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,250.9,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,9.16,108.65
0.4548,27.68,32.49,1.56,-7.77,1.16,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,9.16,108.65
0.4736,27.68,32.49,1.56,-14.5,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,26.56,33.17,1.98,-12.14,3.84,9.16,108.65
0.4628,27.68,32.49,1.56,-7.77,6.97,4.9,283.76,26.72,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4601,27.68,32.49,1.56,-7.77,7.03,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,9.16,108.65
0.4547,27.68,32.49,0.77,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.27,108.65
0.461,27.68,32.49,1.56,-7.77,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,99.72
0.4818,27.68,32.49,1.56,-14.5,6.97,4.9,125.56,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4707,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,0.39,-10.23,3.84,5.27,108.65
0.4778,27.68,32.49,1.56,-14.5,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,73.65,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4591,27.68,32.49,1.56,-7.77,6.97,4.9,168.68,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,9.16,108.65
0.4801,27.68,32.49,1.56,-14.5,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,16.28,33.17,1.98,-12.14,3.84,5.27,108.65
0.4809,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,1.74,-12.14,3.84,5.27,108.65
0.4686,27.68,32.49,0.26,-14.5,6.97,4.9,216.79,28.52,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-10.23,3.84,5.27,108.65
0.4767,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,28.52,34.77,1.91,-12.48,4.88,3,57.17,20.44,49.11,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-12.14,3.84,5.27,108.65
0.4568,27.68,32.49,1.56,-1.48,6.97,4.9,216.79,28.52,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.27,108.65
0.4854,27.68,32.49,1.56,-14.5,6.97,4.9,135.93,28.52,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-10.23,3.84,5.27,108.65
0.4756,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,55.72,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4912,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,28.52,34.77,1.91,-12.48,4.88,3,57.17,20.44,30.5,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.485,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,28.52,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.39,108.65
0.4813,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,28.52,34.77,1.91,-12.48,4.88,3,57.17,23.92,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-10.23,3.84,5.27,108.65
0.4693,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,51.07,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4825,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,28.52,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-12.14,2.86,5.27,108.65
0.4785,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-12.14,3.84,5.27,181.32
0.4713,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,35.38,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-12.14,3.84,5.27,108.65
0.4831,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,28.52,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.63,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-12.14,3.84,5.27,108.65
0.481,27.68,32.49,1.56,-14.5,9.41,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.27,108.65
0.4693,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,57.48,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.27,108.65
0.4848,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,28.52,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-12.14,9.98,5.27,108.65
0.4701,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,0.06,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.484,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-12.14,8.49,5.27,108.65
0.483,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,28.52,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,2.12,108.65
0.4839,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,28.52,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.64,9.47,196.68,15.83,31.52,1.98,-10.23,3.84,5.27,108.65
0.4661,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,237.18,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-10.23,3.84,5.27,108.65
0.4838,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,28.52,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,95.99,15.83,31.52,1.98,-12.14,3.84,5.27,108.65
0.4803,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-10.72,3.84,5.27,108.65
0.4733,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,0.36,-12.14,3.84,5.27,108.65
0.4828,27.68,31.38,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-10.23,3.84,5.27,108.65
0.4686,27.68,32.49,1.56,-10.54,6.97,4.9,216.79,28.52,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4719,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,30.63,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4573,27.68,41.53,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.27,108.65
0.4424,27.68,59.79,1.56,-14.5,6.97,4.9,216.79,28.52,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4777,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,8.86,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4801,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.35,3.84,5.27,108.65
0.4781,27.68,32.49,1.56,-14.5,5.37,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-12.14,3.84,5.27,108.65
0.4709,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,41.71,1.98,-10.23,3.84,5.27,108.65
0.493,16.18,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-12.14,3.84,5.27,108.65
0.4861,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,28.52,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.84,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-12.14,3.84,5.27,108.65
0.4651,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,0.51,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-12.14,3.84,5.27,108.65
0.4838,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,28.52,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-11,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.27,108.65
0.4803,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,28.52,34.77,1.68,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-10.23,3.84,5.27,108.65
0.4707,27.68,32.49,1.56,-14.5,2.9,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-12.14,3.84,5.27,108.65
0.466,27.68,32.49,1.56,-11.08,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4667,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,47.66,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4832,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,28.52,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,5.19,5.27,108.65
0.4786,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,6.14,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.493,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,19.01,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.27,108.65
0.4798,27.68,32.49,1.73,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4829,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,28.52,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,73.26,15.83,31.52,1.98,-12.14,3.84,5.27,108.65
0.473,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,27.84,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.27,108.65
0.4765,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,76.42,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-12.14,3.84,5.27,108.65
0.4765,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,51.82,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,31.52,1.98,-10.23,3.84,5.27,108.65
